?
Axis	Energy	Elements=	1361

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\PET_03\Polyanalyse.DATA\Survey_3.VGD





Binding Energy (E)	
eV		Counts / s
213.000		3063.45	
212.000		3121.69	
211.000		2758.84	
210.000		2544.18	
209.000		2896.59	
208.000		2845.18	
207.000		2560.04	
206.000		3030.32	
205.000		3092.57	
204.000		2907.83	
203.000		2789.96	
202.000		2844.18	
201.000		2752.81	
200.000		2793.98	
199.000		2500.60	
198.000		2702.61	
197.000		3082.93	
196.000		2676.31	
195.000		2618.27	
194.000		3037.75	
193.000		2757.23	
192.000		3072.89	
191.000		3128.31	
190.000		2921.08	
189.000		3037.35	
188.000		2724.70	
187.000		2625.50	
186.000		2557.23	
185.000		3222.89	
184.000		3138.76	
183.000		3041.77	
182.000		3159.64	
181.000		3099.60	
180.000		3128.71	
179.000		2853.82	
178.000		3185.14	
177.000		3289.76	
176.000		2645.38	
175.000		2928.71	
174.000		2979.92	
173.000		3025.50	
172.000		3186.95	
171.000		2914.66	
170.000		2726.10	
169.000		3163.65	
168.000		3187.75	
167.000		3086.14	
166.000		3243.37	
165.000		3123.29	
164.000		3184.14	
163.000		3214.06	
162.000		3012.25	
161.000		2887.75	
160.000		3169.68	
159.000		2990.36	
158.000		2773.69	
157.000		2874.70	
156.000		3252.61	
155.000		3230.72	
154.000		3529.52	
153.000		3653.61	
152.000		3217.27	
151.000		3432.93	
150.000		3223.69	
149.000		3087.55	
148.000		3066.06	
147.000		3083.53	
146.000		3158.43	
145.000		3011.45	
144.000		3049.00	
143.000		3504.42	
142.000		3580.92	
141.000		2737.35	
140.000		2785.14	
139.000		2805.02	
138.000		2906.02	
137.000		2876.51	
136.000		3123.49	
135.000		3122.49	
134.000		3200.20	
133.000		3019.08	
132.000		3220.08	
131.000		3313.65	
130.000		3224.70	
129.000		3141.97	
128.000		3024.10	
127.000		2668.47	
126.000		2849.00	
125.000		3218.47	
124.000		2869.88	
123.000		2968.47	
122.000		3461.24	
121.000		2968.67	
120.000		3062.85	
119.000		3251.81	
118.000		3344.38	
117.000		3039.96	
116.000		3033.33	
115.000		3138.96	
114.000		2983.13	
113.000		3119.68	
112.000		3240.56	
111.000		3205.82	
110.000		3289.76	
109.000		3280.72	
108.000		3494.38	
107.000		3139.76	
106.000		3419.68	
105.000		3454.42	
104.000		3692.17	
103.000		4006.43	
102.000		3750.80	
101.000		3394.18	
100.000		3244.58	
99.0000		3336.55	
98.0000		3753.01	
97.0000		3251.00	
96.0000		3004.02	
95.0000		3226.31	
94.0000		3287.75	
93.0000		2927.71	
92.0000		3219.08	
91.0000		3365.86	
90.0000		3422.69	
89.0000		3590.16	
88.0000		3769.48	
87.0000		3570.28	
86.0000		3577.51	
85.0000		3330.72	
84.0000		3519.48	
83.0000		3286.55	
82.0000		3287.35	
81.0000		3461.65	
80.0000		3041.97	
79.0000		3409.44	
78.0000		3464.06	
77.0000		3854.02	
76.0000		3319.88	
75.0000		3470.28	
74.0000		3225.10	
73.0000		3163.25	
72.0000		3307.43	
71.0000		3128.31	
70.0000		3364.06	
69.0000		3304.82	
68.0000		3253.01	
67.0000		3200.60	
66.0000		3388.55	
65.0000		3372.29	
64.0000		3608.43	
63.0000		3577.91	
62.0000		3105.42	
61.0000		2897.59	
60.0000		3350.80	
59.0000		4007.23	
58.0000		3461.45	
57.0000		3524.90	
56.0000		3744.58	
55.0000		3834.94	
54.0000		3718.88	
53.0000		3364.46	
52.0000		3892.37	
51.0000		3859.04	
50.0000		3439.76	
49.0000		3468.47	
